role_title,canonical_title,seniority,domain,aliases
Director Smart Contract Developer,Director Smart Contract Developer,Director,Blockchain,Smart Contract Developer|D. Smart Contract Developer
VP Smart Contract Developer,VP Smart Contract Developer,VP,Blockchain,Smart Contract Developer|V. Smart Contract Developer
CTO Smart Contract Developer,CTO Smart Contract Developer,CTO,Blockchain,Smart Contract Developer|C. Smart Contract Developer
Intern IoT Engineer,Intern IoT Engineer,Intern,IoT,IoT Engineer
Junior IoT Engineer,Junior IoT Engineer,Junior,IoT,IoT Engineer
Associate IoT Engineer,Associate IoT Engineer,Associate,IoT,IoT Engineer|A. IoT Engineer
Mid-level IoT Engineer,Mid-level IoT Engineer,Mid-level,IoT,IoT Engineer|M. IoT Engineer
Senior IoT Engineer,Senior IoT Engineer,Senior,IoT,IoT Engineer|S. IoT Engineer
Lead IoT Engineer,Lead IoT Engineer,Lead,IoT,IoT Engineer|L. IoT Engineer
Principal IoT Engineer,Principal IoT Engineer,Principal,IoT,IoT Engineer|P. IoT Engineer
Staff IoT Engineer,Staff IoT Engineer,Staff,IoT,IoT Engineer|S. IoT Engineer
Senior Staff IoT Engineer,Senior Staff IoT Engineer,Senior Staff,IoT,IoT Engineer|S. IoT Engineer
Architect IoT Engineer,Architect IoT Engineer,Architect,IoT,IoT Engineer|A. IoT Engineer
Director IoT Engineer,Director IoT Engineer,Director,IoT,IoT Engineer|D. IoT Engineer
VP IoT Engineer,VP IoT Engineer,VP,IoT,IoT Engineer|V. IoT Engineer
CTO IoT Engineer,CTO IoT Engineer,CTO,IoT,IoT Engineer|C. IoT Engineer
Intern Embedded Systems Engineer,Intern Embedded Systems Engineer,Intern,Embedded,Embedded Systems Engineer
Junior Embedded Systems Engineer,Junior Embedded Systems Engineer,Junior,Embedded,Embedded Systems Engineer
Associate Embedded Systems Engineer,Associate Embedded Systems Engineer,Associate,Embedded,Embedded Systems Engineer|A. Embedded Systems Engineer
Mid-level Embedded Systems Engineer,Mid-level Embedded Systems Engineer,Mid-level,Embedded,Embedded Systems Engineer|M. Embedded Systems Engineer
Senior Embedded Systems Engineer,Senior Embedded Systems Engineer,Senior,Embedded,Embedded Systems Engineer|S. Embedded Systems Engineer
Lead Embedded Systems Engineer,Lead Embedded Systems Engineer,Lead,Embedded,Embedded Systems Engineer|L. Embedded Systems Engineer
Principal Embedded Systems Engineer,Principal Embedded Systems Engineer,Principal,Embedded,Embedded Systems Engineer|P. Embedded Systems Engineer
Staff Embedded Systems Engineer,Staff Embedded Systems Engineer,Staff,Embedded,Embedded Systems Engineer|S. Embedded Systems Engineer
Senior Staff Embedded Systems Engineer,Senior Staff Embedded Systems Engineer,Senior Staff,Embedded,Embedded Systems Engineer|S. Embedded Systems Engineer
Architect Embedded Systems Engineer,Architect Embedded Systems Engineer,Architect,Embedded,Embedded Systems Engineer|A. Embedded Systems Engineer
Director Embedded Systems Engineer,Director Embedded Systems Engineer,Director,Embedded,Embedded Systems Engineer|D. Embedded Systems Engineer
VP Embedded Systems Engineer,VP Embedded Systems Engineer,VP,Embedded,Embedded Systems Engineer|V. Embedded Systems Engineer
CTO Embedded Systems Engineer,CTO Embedded Systems Engineer,CTO,Embedded,Embedded Systems Engineer|C. Embedded Systems Engineer
Intern Network Engineer,Intern Network Engineer,Intern,Networking,Network Engineer
Junior Network Engineer,Junior Network Engineer,Junior,Networking,Network Engineer
Associate Network Engineer,Associate Network Engineer,Associate,Networking,Network Engineer|A. Network Engineer
Mid-level Network Engineer,Mid-level Network Engineer,Mid-level,Networking,Network Engineer|M. Network Engineer
Senior Network Engineer,Senior Network Engineer,Senior,Networking,Network Engineer|S. Network Engineer
Lead Network Engineer,Lead Network Engineer,Lead,Networking,Network Engineer|L. Network Engineer
Principal Network Engineer,Principal Network Engineer,Principal,Networking,Network Engineer|P. Network Engineer
Staff Network Engineer,Staff Network Engineer,Staff,Networking,Network Engineer|S. Network Engineer
Senior Staff Network Engineer,Senior Staff Network Engineer,Senior Staff,Networking,Network Engineer|S. Network Engineer
Architect Network Engineer,Architect Network Engineer,Architect,Networking,Network Engineer|A. Network Engineer
Director Network Engineer,Director Network Engineer,Director,Networking,Network Engineer|D. Network Engineer
VP Network Engineer,VP Network Engineer,VP,Networking,Network Engineer|V. Network Engineer
CTO Network Engineer,CTO Network Engineer,CTO,Networking,Network Engineer|C. Network Engineer
Intern Systems Administrator,Intern Systems Administrator,Intern,DevOps,Systems Administrator
Junior Systems Administrator,Junior Systems Administrator,Junior,DevOps,Systems Administrator
Associate Systems Administrator,Associate Systems Administrator,Associate,DevOps,Systems Administrator|A. Systems Administrator
Mid-level Systems Administrator,Mid-level Systems Administrator,Mid-level,DevOps,Systems Administrator|M. Systems Administrator
Senior Systems Administrator,Senior Systems Administrator,Senior,DevOps,Systems Administrator|S. Systems Administrator
Lead Systems Administrator,Lead Systems Administrator,Lead,DevOps,Systems Administrator|L. Systems Administrator
Principal Systems Administrator,Principal Systems Administrator,Principal,DevOps,Systems Administrator|P. Systems Administrator
Staff Systems Administrator,Staff Systems Administrator,Staff,DevOps,Systems Administrator|S. Systems Administrator
Senior Staff Systems Administrator,Senior Staff Systems Administrator,Senior Staff,DevOps,Systems Administrator|S. Systems Administrator
Architect Systems Administrator,Architect Systems Administrator,Architect,DevOps,Systems Administrator|A. Systems Administrator
Director Systems Administrator,Director Systems Administrator,Director,DevOps,Systems Administrator|D. Systems Administrator
VP Systems Administrator,VP Systems Administrator,VP,DevOps,Systems Administrator|V. Systems Administrator
CTO Systems Administrator,CTO Systems Administrator,CTO,DevOps,Systems Administrator|C. Systems Administrator
Intern Infrastructure Engineer,Intern Infrastructure Engineer,Intern,DevOps,Infrastructure Engineer
Junior Infrastructure Engineer,Junior Infrastructure Engineer,Junior,DevOps,Infrastructure Engineer
Associate Infrastructure Engineer,Associate Infrastructure Engineer,Associate,DevOps,Infrastructure Engineer|A. Infrastructure Engineer
Mid-level Infrastructure Engineer,Mid-level Infrastructure Engineer,Mid-level,DevOps,Infrastructure Engineer|M. Infrastructure Engineer
Senior Infrastructure Engineer,Senior Infrastructure Engineer,Senior,DevOps,Infrastructure Engineer|S. Infrastructure Engineer
Lead Infrastructure Engineer,Lead Infrastructure Engineer,Lead,DevOps,Infrastructure Engineer|L. Infrastructure Engineer
Principal Infrastructure Engineer,Principal Infrastructure Engineer,Principal,DevOps,Infrastructure Engineer|P. Infrastructure Engineer
Staff Infrastructure Engineer,Staff Infrastructure Engineer,Staff,DevOps,Infrastructure Engineer|S. Infrastructure Engineer
Senior Staff Infrastructure Engineer,Senior Staff Infrastructure Engineer,Senior Staff,DevOps,Infrastructure Engineer|S. Infrastructure Engineer
Architect Infrastructure Engineer,Architect Infrastructure Engineer,Architect,DevOps,Infrastructure Engineer|A. Infrastructure Engineer
Director Infrastructure Engineer,Director Infrastructure Engineer,Director,DevOps,Infrastructure Engineer|D. Infrastructure Engineer
VP Infrastructure Engineer,VP Infrastructure Engineer,VP,DevOps,Infrastructure Engineer|V. Infrastructure Engineer
CTO Infrastructure Engineer,CTO Infrastructure Engineer,CTO,DevOps,Infrastructure Engineer|C. Infrastructure Engineer
Intern Kafka Engineer,Intern Kafka Engineer,Intern,Data Engineering,Kafka Engineer
Junior Kafka Engineer,Junior Kafka Engineer,Junior,Data Engineering,Kafka Engineer
Associate Kafka Engineer,Associate Kafka Engineer,Associate,Data Engineering,Kafka Engineer|A. Kafka Engineer
Mid-level Kafka Engineer,Mid-level Kafka Engineer,Mid-level,Data Engineering,Kafka Engineer|M. Kafka Engineer
Senior Kafka Engineer,Senior Kafka Engineer,Senior,Data Engineering,Kafka Engineer|S. Kafka Engineer
Lead Kafka Engineer,Lead Kafka Engineer,Lead,Data Engineering,Kafka Engineer|L. Kafka Engineer
Principal Kafka Engineer,Principal Kafka Engineer,Principal,Data Engineering,Kafka Engineer|P. Kafka Engineer
Staff Kafka Engineer,Staff Kafka Engineer,Staff,Data Engineering,Kafka Engineer|S. Kafka Engineer
Senior Staff Kafka Engineer,Senior Staff Kafka Engineer,Senior Staff,Data Engineering,Kafka Engineer|S. Kafka Engineer
Architect Kafka Engineer,Architect Kafka Engineer,Architect,Data Engineering,Kafka Engineer|A. Kafka Engineer
Director Kafka Engineer,Director Kafka Engineer,Director,Data Engineering,Kafka Engineer|D. Kafka Engineer
VP Kafka Engineer,VP Kafka Engineer,VP,Data Engineering,Kafka Engineer|V. Kafka Engineer
CTO Kafka Engineer,CTO Kafka Engineer,CTO,Data Engineering,Kafka Engineer|C. Kafka Engineer
Intern Spark Engineer,Intern Spark Engineer,Intern,Data Engineering,Spark Engineer
Junior Spark Engineer,Junior Spark Engineer,Junior,Data Engineering,Spark Engineer
Associate Spark Engineer,Associate Spark Engineer,Associate,Data Engineering,Spark Engineer|A. Spark Engineer
Mid-level Spark Engineer,Mid-level Spark Engineer,Mid-level,Data Engineering,Spark Engineer|M. Spark Engineer
Senior Spark Engineer,Senior Spark Engineer,Senior,Data Engineering,Spark Engineer|S. Spark Engineer
Lead Spark Engineer,Lead Spark Engineer,Lead,Data Engineering,Spark Engineer|L. Spark Engineer
Principal Spark Engineer,Principal Spark Engineer,Principal,Data Engineering,Spark Engineer|P. Spark Engineer
Staff Spark Engineer,Staff Spark Engineer,Staff,Data Engineering,Spark Engineer|S. Spark Engineer
Senior Staff Spark Engineer,Senior Staff Spark Engineer,Senior Staff,Data Engineering,Spark Engineer|S. Spark Engineer
Architect Spark Engineer,Architect Spark Engineer,Architect,Data Engineering,Spark Engineer|A. Spark Engineer
Director Spark Engineer,Director Spark Engineer,Director,Data Engineering,Spark Engineer|D. Spark Engineer
VP Spark Engineer,VP Spark Engineer,VP,Data Engineering,Spark Engineer|V. Spark Engineer
CTO Spark Engineer,CTO Spark Engineer,CTO,Data Engineering,Spark Engineer|C. Spark Engineer
Intern Flink Engineer,Intern Flink Engineer,Intern,Data Engineering,Flink Engineer
Junior Flink Engineer,Junior Flink Engineer,Junior,Data Engineering,Flink Engineer
Associate Flink Engineer,Associate Flink Engineer,Associate,Data Engineering,Flink Engineer|A. Flink Engineer
Mid-level Flink Engineer,Mid-level Flink Engineer,Mid-level,Data Engineering,Flink Engineer|M. Flink Engineer
Senior Flink Engineer,Senior Flink Engineer,Senior,Data Engineering,Flink Engineer|S. Flink Engineer
Lead Flink Engineer,Lead Flink Engineer,Lead,Data Engineering,Flink Engineer|L. Flink Engineer
Principal Flink Engineer,Principal Flink Engineer,Principal,Data Engineering,Flink Engineer|P. Flink Engineer
Staff Flink Engineer,Staff Flink Engineer,Staff,Data Engineering,Flink Engineer|S. Flink Engineer
Senior Staff Flink Engineer,Senior Staff Flink Engineer,Senior Staff,Data Engineering,Flink Engineer|S. Flink Engineer
Architect Flink Engineer,Architect Flink Engineer,Architect,Data Engineering,Flink Engineer|A. Flink Engineer
Director Flink Engineer,Director Flink Engineer,Director,Data Engineering,Flink Engineer|D. Flink Engineer
VP Flink Engineer,VP Flink Engineer,VP,Data Engineering,Flink Engineer|V. Flink Engineer
CTO Flink Engineer,CTO Flink Engineer,CTO,Data Engineering,Flink Engineer|C. Flink Engineer
Intern Snowflake Developer,Intern Snowflake Developer,Intern,Data Engineering,Snowflake Developer
Junior Snowflake Developer,Junior Snowflake Developer,Junior,Data Engineering,Snowflake Developer
Associate Snowflake Developer,Associate Snowflake Developer,Associate,Data Engineering,Snowflake Developer|A. Snowflake Developer
Mid-level Snowflake Developer,Mid-level Snowflake Developer,Mid-level,Data Engineering,Snowflake Developer|M. Snowflake Developer
Senior Snowflake Developer,Senior Snowflake Developer,Senior,Data Engineering,Snowflake Developer|S. Snowflake Developer
Lead Snowflake Developer,Lead Snowflake Developer,Lead,Data Engineering,Snowflake Developer|L. Snowflake Developer
Principal Snowflake Developer,Principal Snowflake Developer,Principal,Data Engineering,Snowflake Developer|P. Snowflake Developer
Staff Snowflake Developer,Staff Snowflake Developer,Staff,Data Engineering,Snowflake Developer|S. Snowflake Developer
Senior Staff Snowflake Developer,Senior Staff Snowflake Developer,Senior Staff,Data Engineering,Snowflake Developer|S. Snowflake Developer
Architect Snowflake Developer,Architect Snowflake Developer,Architect,Data Engineering,Snowflake Developer|A. Snowflake Developer
Director Snowflake Developer,Director Snowflake Developer,Director,Data Engineering,Snowflake Developer|D. Snowflake Developer
VP Snowflake Developer,VP Snowflake Developer,VP,Data Engineering,Snowflake Developer|V. Snowflake Developer
CTO Snowflake Developer,CTO Snowflake Developer,CTO,Data Engineering,Snowflake Developer|C. Snowflake Developer
Intern Databricks Engineer,Intern Databricks Engineer,Intern,Data Engineering,Databricks Engineer
